Width,Height,Aspect Ratio,File Size (KB),Class
474,474,1.0,47.474609375,test
474,316,1.5,17.294921875,test
474,248,1.9112903225806452,16.2841796875,test
474,342,1.3859649122807018,22.3662109375,test
474,355,1.3352112676056338,10.78515625,test
474,368,1.2880434782608696,18.0849609375,test
474,355,1.3352112676056338,27.6474609375,test
474,355,1.3352112676056338,48.439453125,test
474,270,1.7555555555555555,28.8486328125,test
474,355,1.3352112676056338,23.1484375,test
474,237,2.0,30.1474609375,test
474,343,1.3819241982507289,19.919921875,test
474,266,1.781954887218045,12.2578125,test
474,711,0.6666666666666666,59.669921875,test
474,266,1.781954887218045,26.6796875,test
474,388,1.2216494845360826,16.861328125,test
474,397,1.1939546599496222,32.38671875,test
474,474,1.0,32.6728515625,test
474,355,1.3352112676056338,19.2939453125,test
474,395,1.2,18.783203125,test
474,344,1.377906976744186,16.5419921875,test
474,529,0.8960302457466919,49.73046875,test
474,474,1.0,17.640625,test
474,266,1.781954887218045,14.265625,test
474,474,1.0,20.5322265625,test
474,266,1.781954887218045,14.015625,test
474,392,1.2091836734693877,26.1220703125,test
474,269,1.762081784386617,22.791015625,test
474,274,1.72992700729927,21.8125,test
474,474,1.0,11.0322265625,test
474,266,1.781954887218045,15.6728515625,test
474,308,1.5389610389610389,19.291015625,test
474,474,1.0,29.796875,test
474,378,1.253968253968254,23.03125,test
474,315,1.5047619047619047,25.8369140625,test
474,711,0.6666666666666666,102.6884765625,test
474,474,1.0,31.544921875,test
474,474,1.0,36.208984375,test
474,278,1.7050359712230216,34.548828125,test
474,296,1.6013513513513513,38.1748046875,test
474,266,1.781954887218045,22.48046875,test
474,318,1.490566037735849,35.34765625,test
474,404,1.1732673267326732,26.1015625,test
474,474,1.0,22.81640625,test
474,632,0.75,22.626953125,test
474,266,1.781954887218045,19.0947265625,test
474,463,1.0237580993520519,40.576171875,test
474,276,1.7173913043478262,25.3193359375,test
474,474,1.0,40.9375,test
474,336,1.4107142857142858,21.6533203125,test
474,474,1.0,23.73046875,test
474,317,1.4952681388012619,49.2275390625,test
474,266,1.781954887218045,29.0908203125,test
474,271,1.7490774907749078,38.052734375,test
474,221,2.1447963800904977,17.701171875,test
474,464,1.021551724137931,45.39453125,test
474,210,2.257142857142857,23.5771484375,test
474,474,1.0,16.052734375,test
474,400,1.185,17.6318359375,test
474,266,1.781954887218045,14.5263671875,test
474,266,1.781954887218045,19.4599609375,test
474,366,1.2950819672131149,43.314453125,test
474,284,1.6690140845070423,22.416015625,test
474,581,0.8158347676419966,48.306640625,test
474,230,2.0608695652173914,11.515625,test
474,474,1.0,20.5234375,test
474,274,1.72992700729927,21.80859375,test
474,266,1.781954887218045,19.08984375,test
474,288,1.6458333333333333,14.5322265625,test
474,286,1.6573426573426573,15.9892578125,test
474,344,1.377906976744186,9.9580078125,test
474,474,1.0,9.4443359375,test
474,315,1.5047619047619047,34.0400390625,test
474,342,1.3859649122807018,18.1376953125,test
474,265,1.788679245283019,16.15234375,test
474,474,1.0,18.2509765625,test
474,237,2.0,28.423828125,test
474,316,1.5,39.5693359375,test
474,267,1.7752808988764044,18.205078125,test
300,200,1.5,13.8447265625,test
474,231,2.051948051948052,20.591796875,test
474,286,1.6573426573426573,41.7705078125,test
474,474,1.0,16.6044921875,test
474,378,1.253968253968254,16.9384765625,test
474,266,1.781954887218045,26.2021484375,test
474,474,1.0,23.6611328125,test
474,379,1.2506596306068603,21.7197265625,test
474,474,1.0,16.177734375,test
474,266,1.781954887218045,21.634765625,test
474,474,1.0,31.2158203125,test
474,284,1.6690140845070423,17.208984375,test
474,266,1.781954887218045,37.369140625,test
474,474,1.0,24.6875,test
474,263,1.8022813688212929,18.3427734375,test
474,474,1.0,69.3173828125,test
474,474,1.0,76.521484375,test
474,474,1.0,28.681640625,test
474,266,1.781954887218045,31.625,test
474,266,1.781954887218045,13.814453125,test
474,254,1.8661417322834646,13.16015625,test
474,300,1.58,19.6337890625,test
474,1422,0.3333333333333333,40.2158203125,test
474,355,1.3352112676056338,39.1162109375,test
474,304,1.5592105263157894,16.599609375,test
474,237,2.0,17.8046875,test
474,249,1.9036144578313252,29.818359375,test
474,468,1.0128205128205128,32.87109375,test
474,474,1.0,26.25390625,test
474,352,1.3465909090909092,14.708984375,test
474,355,1.3352112676056338,14.546875,test
474,325,1.4584615384615385,22.8544921875,test
474,355,1.3352112676056338,27.9453125,test
474,290,1.6344827586206896,28.9287109375,test
400,400,1.0,37.330078125,test
474,474,1.0,35.5185546875,test
474,387,1.2248062015503876,14.5595703125,test
474,474,1.0,24.9404296875,test
474,347,1.3659942363112392,27.98828125,test
474,383,1.237597911227154,22.443359375,test
474,130,3.646153846153846,7.8408203125,test
474,266,1.781954887218045,14.15625,test
474,315,1.5047619047619047,48.642578125,test
474,266,1.781954887218045,13.998046875,test
402,260,1.5461538461538462,27.5244140625,test
474,355,1.3352112676056338,32.9765625,test
474,266,1.781954887218045,19.3291015625,test
474,474,1.0,21.3134765625,test
474,291,1.6288659793814433,17.5263671875,test
474,385,1.2311688311688311,17.02734375,test
474,238,1.9915966386554622,32.9873046875,test
474,335,1.4149253731343283,21.3212890625,test
474,266,1.781954887218045,29.03125,test
474,355,1.3352112676056338,16.2822265625,test
474,474,1.0,20.7490234375,test
474,255,1.8588235294117648,23.51953125,test
474,484,0.9793388429752066,26.95703125,test
474,355,1.3352112676056338,31.822265625,test
474,254,1.8661417322834646,20.6171875,test
474,474,1.0,21.0078125,test
474,301,1.5747508305647842,20.8876953125,test
474,294,1.6122448979591837,10.880859375,test
474,266,1.781954887218045,16.869140625,test
474,648,0.7314814814814815,34.630859375,test
474,268,1.7686567164179106,48.0390625,test
474,421,1.1258907363420427,32.8349609375,test
474,541,0.8761552680221811,37.8193359375,test
474,266,1.781954887218045,21.248046875,test
474,266,1.781954887218045,24.7421875,test
474,474,1.0,15.267578125,test
474,355,1.3352112676056338,15.7294921875,test
474,289,1.6401384083044983,38.3427734375,test
474,335,1.4149253731343283,14.126953125,test
474,298,1.5906040268456376,17.9375,test
474,307,1.5439739413680782,18.4716796875,test
474,450,1.0533333333333332,27.3232421875,test
474,474,1.0,56.552734375,test
474,266,1.781954887218045,21.1484375,test
474,474,1.0,14.087890625,test
474,192,2.46875,15.2763671875,test
474,316,1.5,14.806640625,test
474,266,1.781954887218045,15.6025390625,test
474,820,0.5780487804878048,72.52734375,test
474,474,1.0,13.54296875,test
474,266,1.781954887218045,11.5185546875,test
474,316,1.5,24.134765625,test
474,315,1.5047619047619047,35.1953125,test
474,474,1.0,19.818359375,test
474,236,2.0084745762711864,14.8251953125,test
474,268,1.7686567164179106,14.689453125,test
474,165,2.8727272727272726,7.056640625,test
474,266,1.781954887218045,28.0322265625,test
474,711,0.6666666666666666,45.2255859375,test
474,357,1.3277310924369747,35.89453125,test
474,316,1.5,23.2978515625,test
474,474,1.0,15.4931640625,test
474,274,1.72992700729927,28.46875,test
474,294,1.6122448979591837,17.04296875,test
474,355,1.3352112676056338,14.689453125,test
474,203,2.334975369458128,13.931640625,test
474,315,1.5047619047619047,28.3505859375,test
474,474,1.0,27.8251953125,test
474,355,1.3352112676056338,13.46484375,test
474,323,1.4674922600619196,12.2666015625,test
474,316,1.5,30.9365234375,test
474,267,1.7752808988764044,13.0166015625,test
474,273,1.7362637362637363,11.9921875,test
474,355,1.3352112676056338,13.048828125,test
474,264,1.7954545454545454,21.6953125,test
474,249,1.9036144578313252,28.275390625,test
474,474,1.0,24.0341796875,test
474,650,0.7292307692307692,63.267578125,test
474,314,1.5095541401273886,13.55078125,test
474,316,1.5,26.30859375,test
474,308,1.5389610389610389,42.6357421875,test
474,329,1.4407294832826747,39.4755859375,test
474,321,1.4766355140186915,26.509765625,test
474,417,1.1366906474820144,16.42578125,test
474,474,1.0,30.2109375,test
474,474,1.0,27.017578125,test
474,296,1.6013513513513513,42.6005859375,test
474,428,1.1074766355140186,46.5830078125,test
474,355,1.3352112676056338,25.7744140625,test
474,316,1.5,18.6259765625,test
474,474,1.0,22.986328125,test
474,474,1.0,56.03125,test
474,266,1.781954887218045,10.7705078125,test
474,355,1.3352112676056338,53.1279296875,test
474,266,1.781954887218045,22.3505859375,test
474,392,1.2091836734693877,27.193359375,test
474,266,1.781954887218045,15.8720703125,test
474,474,1.0,20.9404296875,test
474,266,1.781954887218045,11.4658203125,test
474,314,1.5095541401273886,21.3125,test
474,506,0.9367588932806324,23.2509765625,test
474,266,1.781954887218045,21.2978515625,test
474,210,2.257142857142857,24.576171875,test
474,474,1.0,27.82421875,test
474,469,1.0106609808102345,41.3935546875,test
474,266,1.781954887218045,26.5966796875,test
474,179,2.64804469273743,19.3984375,test
474,252,1.880952380952381,16.16796875,test
474,474,1.0,20.7841796875,test
474,318,1.490566037735849,33.2275390625,test
474,474,1.0,19.958984375,test
474,474,1.0,32.8798828125,test
474,379,1.2506596306068603,54.1025390625,test
474,628,0.7547770700636943,41.4453125,test
474,287,1.651567944250871,42.4736328125,test
474,451,1.0509977827050998,32.6845703125,test
474,228,2.0789473684210527,12.6533203125,test
474,316,1.5,12.693359375,test
474,266,1.781954887218045,26.669921875,test
474,288,1.6458333333333333,31.39453125,test
474,383,1.237597911227154,28.244140625,test
474,335,1.4149253731343283,20.4169921875,test
474,358,1.324022346368715,21.2158203125,test
474,180,2.6333333333333333,14.8984375,test
474,266,1.781954887218045,21.9970703125,test
474,734,0.6457765667574932,78.9111328125,test
474,236,2.0084745762711864,13.28515625,test
474,333,1.4234234234234233,17.4375,test
474,474,1.0,17.396484375,test
474,255,1.8588235294117648,14.6767578125,test
474,259,1.83011583011583,42.404296875,test
474,363,1.3057851239669422,40.4716796875,test
474,474,1.0,26.5791015625,test
474,266,1.781954887218045,29.2451171875,test
474,315,1.5047619047619047,41.2421875,test
474,600,0.79,18.615234375,test
474,297,1.595959595959596,26.3955078125,test
474,474,1.0,30.982421875,test
474,1026,0.4619883040935672,62.1650390625,test
474,474,1.0,24.0869140625,test
474,266,1.781954887218045,23.2314453125,test
474,474,1.0,27.267578125,test
474,474,1.0,49.853515625,test
474,250,1.896,16.7109375,test
474,266,1.781954887218045,26.7998046875,test
474,265,1.788679245283019,32.0849609375,test
474,297,1.595959595959596,26.4521484375,test
474,266,1.781954887218045,10.369140625,test
474,474,1.0,12.4619140625,test
474,357,1.3277310924369747,19.7412109375,test
474,474,1.0,43.4267578125,test
474,410,1.1560975609756097,24.7041015625,test
474,196,2.4183673469387754,16.490234375,test
474,321,1.4766355140186915,28.8173828125,test
474,355,1.3352112676056338,50.8759765625,test
474,387,1.2248062015503876,33.9462890625,test
474,266,1.781954887218045,10.5927734375,test
474,474,1.0,28.142578125,test
474,418,1.1339712918660287,24.17578125,test
474,474,1.0,23.0537109375,test
474,338,1.4023668639053255,28.5029296875,test
474,484,0.9793388429752066,16.7900390625,test
474,270,1.7555555555555555,25.048828125,test
474,295,1.6067796610169491,46.41796875,test
474,378,1.253968253968254,30.009765625,test
474,362,1.3093922651933703,11.9580078125,test
474,316,1.5,18.05859375,test
474,230,2.0608695652173914,21.2509765625,test
474,267,1.7752808988764044,14.2294921875,test
474,316,1.5,36.9375,test
474,274,1.72992700729927,16.7236328125,test
474,266,1.781954887218045,32.0478515625,test
474,333,1.4234234234234233,23.6337890625,test
474,398,1.1909547738693467,17.7744140625,test
474,211,2.2464454976303316,6.8544921875,test
474,302,1.5695364238410596,12.1181640625,test
474,286,1.6573426573426573,15.916015625,test
474,474,1.0,50.5771484375,test
474,247,1.9190283400809716,15.3017578125,test
474,282,1.6808510638297873,11.8779296875,test
474,388,1.2216494845360826,46.935546875,test
474,474,1.0,19.55078125,test
474,266,1.781954887218045,27.9560546875,test
474,355,1.3352112676056338,44.7998046875,test
474,236,2.0084745762711864,19.9609375,test
474,147,3.2244897959183674,7.818359375,test
474,213,2.2253521126760565,16.08984375,test
474,357,1.3277310924369747,40.4248046875,test
474,514,0.9221789883268483,25.44140625,test
474,474,1.0,39.705078125,test
474,333,1.4234234234234233,26.8583984375,Ankylosaurus
474,280,1.6928571428571428,27.1201171875,Ankylosaurus
474,355,1.3352112676056338,40.6767578125,Ankylosaurus
474,474,1.0,18.072265625,Ankylosaurus
474,474,1.0,22.8896484375,Ankylosaurus
474,365,1.2986301369863014,24.70703125,Ankylosaurus
474,474,1.0,32.21875,Ankylosaurus
474,281,1.686832740213523,23.5478515625,Ankylosaurus
474,474,1.0,20.4189453125,Ankylosaurus
474,398,1.1909547738693467,18.5458984375,Ankylosaurus
474,355,1.3352112676056338,21.669921875,Ankylosaurus
474,474,1.0,58.2998046875,Ankylosaurus
474,219,2.164383561643836,8.6953125,Ankylosaurus
474,289,1.6401384083044983,15.5498046875,Ankylosaurus
474,251,1.8884462151394423,27.4072265625,Ankylosaurus
474,316,1.5,36.9375,Ankylosaurus
474,296,1.6013513513513513,29.2080078125,Ankylosaurus
474,266,1.781954887218045,38.9365234375,Ankylosaurus
474,225,2.1066666666666665,11.5419921875,Ankylosaurus
474,355,1.3352112676056338,18.0830078125,Ankylosaurus
400,269,1.486988847583643,25.3837890625,Ankylosaurus
474,269,1.762081784386617,22.07421875,Ankylosaurus
474,342,1.3859649122807018,36.716796875,Ankylosaurus
474,316,1.5,33.4013671875,Ankylosaurus
474,266,1.781954887218045,21.705078125,Ankylosaurus
474,474,1.0,18.12109375,Ankylosaurus
474,355,1.3352112676056338,30.0087890625,Ankylosaurus
474,266,1.781954887218045,28.8447265625,Ankylosaurus
474,424,1.1179245283018868,33.0224609375,Ankylosaurus
474,474,1.0,20.677734375,Ankylosaurus
474,315,1.5047619047619047,11.64453125,Ankylosaurus
474,266,1.781954887218045,11.072265625,Ankylosaurus
474,536,0.8843283582089553,27.53515625,Ankylosaurus
474,266,1.781954887218045,30.2021484375,Ankylosaurus
474,355,1.3352112676056338,37.7626953125,Ankylosaurus
474,262,1.8091603053435115,20.3125,Ankylosaurus
474,236,2.0084745762711864,26.7431640625,Ankylosaurus
474,474,1.0,27.7861328125,Ankylosaurus
474,355,1.3352112676056338,34.833984375,Ankylosaurus
474,220,2.1545454545454548,18.6845703125,Ankylosaurus
474,468,1.0128205128205128,40.7783203125,Ankylosaurus
474,474,1.0,16.6103515625,Ankylosaurus
474,296,1.6013513513513513,12.943359375,Ankylosaurus
474,457,1.0371991247264771,72.3740234375,Ankylosaurus
474,266,1.781954887218045,33.228515625,Ankylosaurus
474,266,1.781954887218045,11.3310546875,Ankylosaurus
474,266,1.781954887218045,10.99609375,Ankylosaurus
474,474,1.0,34.5615234375,Ankylosaurus
474,474,1.0,14.3017578125,Ankylosaurus
474,480,0.9875,41.8369140625,Ankylosaurus
474,474,1.0,23.2666015625,Ankylosaurus
474,677,0.7001477104874446,39.4091796875,Ankylosaurus
474,355,1.3352112676056338,19.0791015625,Ankylosaurus
474,265,1.788679245283019,20.6162109375,Ankylosaurus
474,474,1.0,28.1826171875,Ankylosaurus
474,355,1.3352112676056338,22.578125,Ankylosaurus
474,474,1.0,53.0458984375,Ankylosaurus
474,355,1.3352112676056338,26.6904296875,Ankylosaurus
474,270,1.7555555555555555,28.798828125,Ankylosaurus
474,264,1.7954545454545454,25.14453125,Ankylosaurus
474,474,1.0,43.8134765625,Ankylosaurus
474,310,1.5290322580645161,21.87890625,Ankylosaurus
474,710,0.6676056338028169,50.966796875,Ankylosaurus
474,355,1.3352112676056338,27.11328125,Ankylosaurus
474,459,1.0326797385620916,27.2138671875,Ankylosaurus
474,356,1.3314606741573034,58.265625,Ankylosaurus
474,316,1.5,41.6806640625,Ankylosaurus
474,475,0.9978947368421053,43.087890625,Ankylosaurus
474,295,1.6067796610169491,25.1123046875,Ankylosaurus
474,460,1.0304347826086957,28.0126953125,Ankylosaurus
474,474,1.0,26.845703125,Ankylosaurus
474,194,2.443298969072165,16.6552734375,Ankylosaurus
474,355,1.3352112676056338,58.1171875,Ankylosaurus
474,355,1.3352112676056338,23.1904296875,Ankylosaurus
474,474,1.0,30.552734375,Ankylosaurus
474,292,1.6232876712328768,30.984375,Ankylosaurus
474,271,1.7490774907749078,31.1513671875,Ankylosaurus
474,266,1.781954887218045,14.1982421875,Ankylosaurus
474,372,1.2741935483870968,21.8173828125,Ankylosaurus
474,296,1.6013513513513513,19.619140625,Ankylosaurus
474,474,1.0,17.9521484375,Ankylosaurus
474,198,2.393939393939394,24.1484375,Ankylosaurus
474,318,1.490566037735849,30.1826171875,Ankylosaurus
474,296,1.6013513513513513,28.2412109375,Ankylosaurus
474,289,1.6401384083044983,27.220703125,Ankylosaurus
474,294,1.6122448979591837,28.955078125,Ankylosaurus
474,358,1.324022346368715,21.5693359375,Ankylosaurus
474,474,1.0,27.3544921875,Ankylosaurus
474,249,1.9036144578313252,35.3740234375,Ankylosaurus
474,288,1.6458333333333333,49.302734375,Ankylosaurus
474,266,1.781954887218045,13.708984375,Ankylosaurus
474,237,2.0,22.482421875,Ankylosaurus
474,336,1.4107142857142858,20.0966796875,Ankylosaurus
474,312,1.5192307692307692,27.50390625,Ankylosaurus
474,304,1.5592105263157894,19.380859375,Ankylosaurus
474,179,2.64804469273743,15.2236328125,Ankylosaurus
474,329,1.4407294832826747,26.806640625,Ankylosaurus
474,195,2.4307692307692306,15.025390625,Ankylosaurus
474,474,1.0,18.345703125,Ankylosaurus
474,474,1.0,16.576171875,Ankylosaurus
474,355,1.3352112676056338,57.0576171875,Ankylosaurus
474,296,1.6013513513513513,49.2216796875,Ankylosaurus
474,266,1.781954887218045,38.9541015625,Ankylosaurus
474,355,1.3352112676056338,21.796875,Ankylosaurus
474,181,2.6187845303867405,13.529296875,Ankylosaurus
474,266,1.781954887218045,31.09765625,Ankylosaurus
474,266,1.781954887218045,19.646484375,Ankylosaurus
474,339,1.3982300884955752,28.5703125,Ankylosaurus
474,214,2.2149532710280373,11.8505859375,Ankylosaurus
474,316,1.5,11.31640625,Ankylosaurus
474,233,2.0343347639484977,18.87890625,Ankylosaurus
474,249,1.9036144578313252,20.5380859375,Ankylosaurus
474,355,1.3352112676056338,21.71875,Ankylosaurus
474,266,1.781954887218045,16.7685546875,Ankylosaurus
474,266,1.781954887218045,29.662109375,Ankylosaurus
474,266,1.781954887218045,27.5380859375,Ankylosaurus
474,266,1.781954887218045,14.3203125,Ankylosaurus
474,379,1.2506596306068603,14.703125,Ankylosaurus
474,592,0.8006756756756757,74.8984375,Ankylosaurus
474,249,1.9036144578313252,20.5322265625,Ankylosaurus
474,315,1.5047619047619047,44.8671875,Ankylosaurus
474,219,2.164383561643836,8.6953125,Ankylosaurus
474,248,1.9112903225806452,24.166015625,Ankylosaurus
474,474,1.0,18.0927734375,Ankylosaurus
474,281,1.686832740213523,23.5400390625,Ankylosaurus
474,439,1.0797266514806378,31.2294921875,Ankylosaurus
474,379,1.2506596306068603,14.8115234375,Ankylosaurus
474,267,1.7752808988764044,30.30078125,Ankylosaurus
474,312,1.5192307692307692,18.68359375,Ankylosaurus
474,266,1.781954887218045,29.927734375,Ankylosaurus
474,298,1.5906040268456376,20.6875,Ankylosaurus
474,355,1.3352112676056338,13.310546875,Ankylosaurus
474,474,1.0,30.4150390625,Ankylosaurus
474,421,1.1258907363420427,29.40625,Ankylosaurus
474,237,2.0,23.0498046875,Ankylosaurus
474,399,1.1879699248120301,18.763671875,Ankylosaurus
474,446,1.062780269058296,28.341796875,Ankylosaurus
474,266,1.781954887218045,31.7041015625,Ankylosaurus
474,513,0.9239766081871345,45.1875,Ankylosaurus
474,316,1.5,19.7490234375,Ankylosaurus
474,474,1.0,30.1064453125,Ankylosaurus
474,217,2.184331797235023,13.357421875,Ankylosaurus
474,316,1.5,32.66015625,Ankylosaurus
474,474,1.0,56.1455078125,Ankylosaurus
474,462,1.025974025974026,54.9560546875,Ankylosaurus
474,344,1.377906976744186,21.9306640625,Ankylosaurus
474,334,1.4191616766467066,22.4326171875,Ankylosaurus
474,302,1.5695364238410596,19.1796875,Ankylosaurus
474,266,1.781954887218045,26.6064453125,Ankylosaurus
474,242,1.9586776859504131,27.00390625,Ankylosaurus
474,266,1.781954887218045,32.0048828125,Ankylosaurus
474,312,1.5192307692307692,14.830078125,Ankylosaurus
474,316,1.5,62.4697265625,Diplodocus
474,218,2.1743119266055047,14.927734375,Diplodocus
474,562,0.8434163701067615,35.017578125,Diplodocus
474,266,1.781954887218045,9.5810546875,Diplodocus
474,266,1.781954887218045,23.0068359375,Diplodocus
474,249,1.9036144578313252,13.6953125,Diplodocus
474,182,2.6043956043956045,7.0947265625,Diplodocus
474,316,1.5,17.232421875,Diplodocus
458,578,0.7923875432525952,61.24609375,Diplodocus
474,222,2.135135135135135,9.9365234375,Diplodocus
474,315,1.5047619047619047,28.4345703125,Diplodocus
474,296,1.6013513513513513,29.931640625,Diplodocus
474,474,1.0,11.2470703125,Diplodocus
474,613,0.7732463295269169,28.4521484375,Diplodocus
474,241,1.966804979253112,13.0986328125,Diplodocus
474,172,2.755813953488372,7.91015625,Diplodocus
474,276,1.7173913043478262,8.9365234375,Diplodocus
474,355,1.3352112676056338,43.078125,Diplodocus
474,332,1.427710843373494,16.6376953125,Diplodocus
474,266,1.781954887218045,34.60546875,Diplodocus
474,346,1.369942196531792,40.537109375,Diplodocus
474,275,1.7236363636363636,14.181640625,Diplodocus
474,474,1.0,21.1669921875,Diplodocus
474,248,1.9112903225806452,8.341796875,Diplodocus
474,348,1.3620689655172413,13.4375,Diplodocus
474,266,1.781954887218045,8.2041015625,Diplodocus
474,316,1.5,10.7568359375,Diplodocus
474,237,2.0,28.48828125,Diplodocus
474,266,1.781954887218045,10.7626953125,Diplodocus
474,252,1.880952380952381,26.5517578125,Diplodocus
474,359,1.3203342618384402,26.1005859375,Diplodocus
450,300,1.5,10.080078125,Diplodocus
474,474,1.0,50.0888671875,Diplodocus
474,158,3.0,14.0146484375,Diplodocus
474,266,1.781954887218045,8.0068359375,Diplodocus
474,208,2.2788461538461537,25.1171875,Diplodocus
474,181,2.6187845303867405,11.9560546875,Diplodocus
474,474,1.0,15.572265625,Diplodocus
474,632,0.75,52.361328125,Diplodocus
474,474,1.0,39.4580078125,Diplodocus
474,376,1.2606382978723405,39.986328125,Diplodocus
474,265,1.788679245283019,13.62890625,Diplodocus
474,247,1.9190283400809716,26.0322265625,Diplodocus
474,373,1.2707774798927614,17.4541015625,Diplodocus
474,671,0.706408345752608,35.4697265625,Diplodocus
474,474,1.0,23.556640625,Diplodocus
474,324,1.462962962962963,25.2607421875,Diplodocus
474,708,0.6694915254237288,42.8291015625,Diplodocus
474,562,0.8434163701067615,34.5478515625,Diplodocus
474,266,1.781954887218045,23.4931640625,Diplodocus
474,474,1.0,21.6484375,Diplodocus
474,315,1.5047619047619047,21.0625,Diplodocus
474,474,1.0,15.341796875,Diplodocus
474,200,2.37,27.6533203125,Diplodocus
474,348,1.3620689655172413,33.587890625,Diplodocus
474,355,1.3352112676056338,42.263671875,Diplodocus
474,296,1.6013513513513513,25.0439453125,Diplodocus
474,266,1.781954887218045,21.6572265625,Diplodocus
474,266,1.781954887218045,10.6376953125,Diplodocus
474,228,2.0789473684210527,22.9609375,Diplodocus
474,355,1.3352112676056338,13.4443359375,Diplodocus
474,266,1.781954887218045,13.21875,Diplodocus
474,208,2.2788461538461537,25.1171875,Diplodocus
474,354,1.3389830508474576,46.556640625,Diplodocus
210,101,2.0792079207920793,3.2998046875,Diplodocus
474,266,1.781954887218045,25.8349609375,Diplodocus
474,315,1.5047619047619047,63.9189453125,Diplodocus
474,367,1.2915531335149864,17.201171875,Diplodocus
474,305,1.5540983606557377,14.134765625,Diplodocus
474,468,1.0128205128205128,34.1689453125,Diplodocus
400,139,2.8776978417266186,9.36328125,Diplodocus
474,272,1.7426470588235294,25.462890625,Diplodocus
474,290,1.6344827586206896,47.75,Diplodocus
474,355,1.3352112676056338,13.78125,Diplodocus
474,218,2.1743119266055047,14.4130859375,Diplodocus
474,149,3.1812080536912752,10.7158203125,Diplodocus
474,270,1.7555555555555555,7.5224609375,Diplodocus
256,232,1.103448275862069,5.7607421875,Diplodocus
474,378,1.253968253968254,31.876953125,Diplodocus
474,500,0.948,43.9228515625,Diplodocus
474,294,1.6122448979591837,15.2783203125,Diplodocus
474,266,1.781954887218045,11.615234375,Diplodocus
474,474,1.0,20.087890625,Diplodocus
474,474,1.0,75.2919921875,Diplodocus
474,268,1.7686567164179106,22.9306640625,Diplodocus
474,511,0.9275929549902152,19.158203125,Diplodocus
402,260,1.5461538461538462,12.0390625,Diplodocus
474,474,1.0,10.6064453125,Diplodocus
474,355,1.3352112676056338,47.6328125,Diplodocus
474,264,1.7954545454545454,29.544921875,Diplodocus
474,474,1.0,27.0908203125,Diplodocus
474,266,1.781954887218045,6.5068359375,Diplodocus
474,302,1.5695364238410596,20.2001953125,Diplodocus
474,266,1.781954887218045,10.5869140625,Diplodocus
474,315,1.5047619047619047,23.5126953125,Diplodocus
